text,file,line,kind,property,ocr_related,notes
按下快捷键自动开始战斗,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3993,xaml,Text,False,
{d:DesignInstance Type=pages:TriggerSettingsPageViewModel},BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,10,xaml,text,False,
极速拾取模式,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,70,xaml,Text,False,
打开时，将不再识别具体拾取内容，黑、白名单会失效,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,76,xaml,Text,True,
后台剧情结束后自动切回游戏前台,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,276,xaml,Text,False,
仅在后台模式生效，识别到对话结束后会自动激活原神窗口,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,281,xaml,Text,True,
选择选项的方式,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,335,xaml,Text,False,
后台模式下会自动切换到使用交互键,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,340,xaml,Text,False,
听完语音后再选择对话选项,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,504,xaml,Text,False,
通过游戏进程音频的人声检测判断台词结束；等待数秒仍未检测到语音时继续，无法读取游戏声音时使用上方固定延迟,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,509,xaml,Text,False,
语音结束检测最大等待（秒）,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,529,xaml,Text,False,
超过该时间仍未检测到语音结束时会继续选择，避免卡住剧情,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,534,xaml,Text,False,
启用小地图遮罩,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1100,xaml,Text,False,
在小地图上显示点位,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1105,xaml,Text,False,
冷却提示,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1134,xaml,Text,False,
角色 CD 配置,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1162,xaml,Text,False,
填写此项，为指定的角色配置未识别到 CD 数字时的默认值。如玛薇卡开 E 会显示摩托车，识别不到CD。,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1168,xaml,Text,True,
前往配置,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1173,xaml,Content,False,
使用战技时触发,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1189,xaml,Text,False,
使用战技时也进行一次识别，否则仅在切人时触发,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1195,xaml,Text,True,
冷却为0时隐藏,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1214,xaml,Text,False,
开启后倒计时为0时会隐藏计时器,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1220,xaml,Text,False,
计时器样式调节,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1242,xaml,Text,False,
调整计时器的横坐标、纵坐标、间隔、大小和颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1248,xaml,Text,False,
横坐标,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1264,xaml,Text,False,
调整计时器在界面上的横坐标，范围：0-1920，默认值1520。,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1270,xaml,Text,False,
纵坐标,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1290,xaml,Text,False,
调整计时器在界面上的纵坐标，范围：0-1080，默认值245。,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1296,xaml,Text,False,
计时器间隔,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1316,xaml,Text,False,
调整计时器之间的间隔，范围：0-200，默认值91.2。,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1322,xaml,Text,False,
计时器大小,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1342,xaml,Text,False,
调整计时器大小，范围：0-10，默认值1。,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1348,xaml,Text,False,
CD ≥ 0.8s 时数字颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1369,xaml,Text,False,
支持6位或8位 Hex 格式颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1374,xaml,Text,False,
CD ≥ 0.8s 时背景颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1412,xaml,Text,False,
支持6位或8位 Hex 格式颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1417,xaml,Text,False,
CD &lt; 0.8s 时数字颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1455,xaml,Text,False,
支持6位或8位 Hex 格式颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1460,xaml,Text,False,
CD &lt; 0.8s 时背景颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1498,xaml,Text,False,
支持6位或8位 Hex 格式颜色,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1503,xaml,Text,False,
快捷战斗,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1550,xaml,Text,False,
实时识别当前出战角色，长按快捷后，循环执行当前角色战斗宏,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1556,xaml,Text,True,
快捷键配置,BetterGenshinImpact/View/Pages/TriggerSettingsPage.xaml,1580,xaml,Text,False,
{d:DesignInstance Type=oneDragon:CraftViewModel},BetterGenshinImpact/View/Pages/OneDragon/CraftPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:DailyCommissionViewModel},BetterGenshinImpact/View/Pages/OneDragon/DailyCommissionPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:DailyRewardViewModel},BetterGenshinImpact/View/Pages/OneDragon/DailyRewardPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:DomainViewModel},BetterGenshinImpact/View/Pages/OneDragon/DomainPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:ForgingViewModel},BetterGenshinImpact/View/Pages/OneDragon/ForgingPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:LeyLineBlossomViewModel},BetterGenshinImpact/View/Pages/OneDragon/LeyLineBlossomPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:MailViewModel},BetterGenshinImpact/View/Pages/OneDragon/MailPage.xaml,8,xaml,text,False,
领取所有邮件,BetterGenshinImpact/View/Pages/OneDragon/MailPage.xaml,19,xaml,Content,False,
领取附件,BetterGenshinImpact/View/Pages/OneDragon/MailPage.xaml,23,xaml,Content,False,
最大领取邮件数量,BetterGenshinImpact/View/Pages/OneDragon/MailPage.xaml,29,xaml,PlaceholderText,False,
{d:DesignInstance Type=oneDragon:SereniteaPotViewModel},BetterGenshinImpact/View/Pages/OneDragon/SereniteaPotPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=oneDragon:TcgViewModel},BetterGenshinImpact/View/Pages/OneDragon/TcgPage.xaml,8,xaml,text,False,
{d:DesignInstance Type=pages:HardwareAccelerationViewModel},BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,9,xaml,text,False,
硬件加速设置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,21,xaml,Title,False,
推理设备配置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,48,xaml,Text,False,
推理设备配置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,57,xaml,Text,False,
推理设备类型,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,74,xaml,Text,False,
选择推理使用的硬件设备类型 默认使用CPU,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,84,xaml,Text,False,
缓存文件管理,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,103,xaml,Text,False,
打开缓存目录,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,108,xaml,Content,False,
旧版本的缓存文件可以手动删除。,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,112,xaml,Text,False,
强制OCR使用CPU,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,128,xaml,Text,True,
解决部分GPU推理性能和报错问题 默认开启,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,136,xaml,Text,False,
GPU设备ID,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,156,xaml,Text,False,
指定使用的GPU设备编号 使用默认配置请设为0 可以在任务管理器中查看编号,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,165,xaml,Text,False,
是否输出优化后的模型文件到缓存,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,185,xaml,Text,False,
注意:在不支持的执行器上使用会导致异常。默认关闭。,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,193,xaml,Text,False,
CUDA配置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,219,xaml,Text,False,
CUDA设备ID,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,244,xaml,Text,False,
指定CUDA设备编号 使用默认配置请设为0 可以在nvidia-smi中查看编号,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,253,xaml,Text,False,
自动添加CUDA路径,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,272,xaml,Text,False,
自动添加系统CUDA环境路径 默认关闭,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,280,xaml,Text,False,
附加PATH,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,296,xaml,Text,False,
附加path，用;分割。默认为空。可用于附加DLL路径,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,301,xaml,Text,False,
TensorRT配置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,332,xaml,Text,False,
启用TensorRT缓存,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,357,xaml,Text,False,
提升TensorRT模型加载速度 默认开启,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,365,xaml,Text,False,
嵌入式引擎缓存,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,386,xaml,Text,False,
将引擎缓存嵌入模型文件 默认开启,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,394,xaml,Text,False,
OpenVino配置,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,422,xaml,Text,False,
OpenVino 设备参数,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,448,xaml,Text,False,
"从“CPU”、“GPU”、“NPU”、“GPU.x”中选择，其中 x = 0,1,2 等，或者从可用的 HETERO/MULTI/AUTO 选项中选择。默认为 AUTO:GPU,CPU",BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,460,xaml,Text,False,
是否启用 OpenVINO 缓存(实验性)，默认关闭。,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,481,xaml,Text,False,
启用后会在缓存文件夹下生成对应模型缓存，以加快模型载入速度。,BetterGenshinImpact/View/Pages/View/HardwareAccelerationView.xaml,489,xaml,Text,False,
{d:DesignInstance Type=view:PathingConfigViewModel},BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,17,xaml,text,False,
"地图追踪设置（相关配置优先级从高到低,UI样式还有问题未解决）",BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,43,xaml,Text,False,
队伍切换设置（路径中存在符合条件的动作、采集物的情况下，自动切换至对应队伍）,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,52,xaml,Text,False,
+ 添加条件,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,126,xaml,Content,False,
角色设置（存在多个符合条件的角色情况下，优先使用游戏内编队编号更小的）,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,135,xaml,Text,False,
+ 添加条件,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,204,xaml,Content,False,
使用小道具的间隔时间（毫秒）,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,221,xaml,Text,False,
在移动期间自动使用小道具，填0为不使用,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,226,xaml,Text,False,
开启自动吃药,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,252,xaml,Text,False,
检测到红血状态时自动使用便携营养袋,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,257,xaml,Text,False,
低血量回复时机,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,281,xaml,Text,False,
选择低血量时的回复策略：任何路径点/只在传送点/不回复,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,286,xaml,Text,False,
地图追踪设置,BetterGenshinImpact/View/Pages/View/PathingConfigView.xaml,302,xaml,Title,False,
{d:DesignInstance Type=pages:ScriptGroupConfigViewModel},BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,10,xaml,text,False,
配置组设置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,22,xaml,Title,False,
地图追踪行走配置（不启用则使用地图追踪内的条件配置）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,50,xaml,Text,False,
是否开启自动拾取,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,78,xaml,Text,False,
推荐开启以拾取路线中的掉落物、采集物,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,83,xaml,Text,False,
是否开启自动吃药,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,102,xaml,Text,False,
检测到红血状态时自动使用便携营养袋,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,107,xaml,Text,False,
切换到队伍的名称（为空则不切换）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,126,xaml,Text,False,
队伍名称是你在游戏中手动设置的队伍名称文字,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,131,xaml,Text,False,
切换队伍前强制前往安全的神像区域,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,151,xaml,Text,False,
前往七天神像切换队伍可以避免切换队伍时位于异常状态导致切换失败,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,156,xaml,Text,False,
【生存位】在队伍内的编号,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,175,xaml,Text,False,
开盾/回血的角色位置，推荐琦良良、莱依拉,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,180,xaml,Text,False,
【生存位】释放元素战技的间隔（秒）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,201,xaml,Text,False,
可能要填的时间略大于实际技能CD时间,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,206,xaml,Text,False,
【生存位】元素战技是否长按,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,226,xaml,Text,False,
钟离长按开盾、琦良良长按变猫等,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,231,xaml,Text,False,
短按,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,237,xaml,Content,False,
长按,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,238,xaml,Content,False,
【行走位】主要行走的角色在队伍内的编号,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,252,xaml,Text,False,
推荐和生存位相同，没有特殊需求无需配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,257,xaml,Text,False,
使用小道具的间隔时间（毫秒）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,279,xaml,Text,False,
在移动期间自动使用小道具，填0为不使用,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,284,xaml,Text,False,
低血量回复时机,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,306,xaml,Text,False,
选择低血量时的回复策略：任何路径点/只在传送点/不回复,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,311,xaml,Text,False,
不在某时执行,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,335,xaml,Text,False,
当执行完一个路线后，如果时间为当前配置的时间（范围：0-23），则此地图追踪任务后续都将都跳过，适用于连续执行的兜底任务，例如想通宵挂机，并且在4点后，开始执行新的任务。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,340,xaml,Text,False,
不在连续任务中显示,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,361,xaml,Text,False,
点击连续执行时，不显示该配置组,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,366,xaml,Text,False,
自动赶路设置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,392,xaml,Text,False,
选择赶路角色后，在冲刺和奔跑节点大于设定距离时自动执行赶路技能,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,397,xaml,Text,False,
赶路角色,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,415,xaml,Text,False,
选择赶路角色后自动启用，留空则关闭赶路,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,420,xaml,Text,False,
赶路模式,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,443,xaml,Text,False,
精准靠近：适合采集，节点间减速 / 连续赶路：适合锄地,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,448,xaml,Text,False,
赶路启用距离,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,471,xaml,Text,False,
节点距离大于此值时启用赶路技能，填0则关闭,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,476,xaml,Text,False,
接近停车距离,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,500,xaml,Text,False,
到达节点前开始减速/下车/切人的距离，超出自定赶路距离时以前者为准,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,505,xaml,Text,False,
接近时切人步行,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,529,xaml,Text,False,
接近节点时切换步行角色,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,534,xaml,Text,False,
启用跳飞赶路,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,555,xaml,Text,False,
开启后赶路时启用跳飞,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,560,xaml,Text,False,
跳飞/跳跃间隔（秒）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,581,xaml,Text,False,
跳飞/跳跃赶路间隔，闲云实际使用一半值,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,586,xaml,Text,False,
执行周期配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,623,xaml,Text,False,
以天为单位来决定是否执行此配置组,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,628,xaml,Text,False,
分界时间,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,650,xaml,Text,False,
分界时间，一般填0或4，如果填0则当天从0点开始算，如果填4，则当天从凌晨4点开始算，小于4点算前一天。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,655,xaml,Text,False,
分界时间参考服务器时区,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,675,xaml,Text,False,
启用后，上面的分界时间将基于“服务器时区设置”计算。不启用则使用电脑本地时间（旧版行为）。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,680,xaml,Text,False,
周期,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,700,xaml,Text,False,
不同材料有不同的周期，按需配置，如矿石类是3、突破材料是2，或按照自已想几天执行一次配置即可。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,705,xaml,Text,False,
执行序号,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,725,xaml,Text,False,
执行周期序号，按时间戳对应的天数(会根据分界时间修正)，对周期求余值加1，得出的值和配置执一致就会执行，否则跳过任务。可以理解为周期内第几天执行。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,730,xaml,Text,False,
计算当天执行序号,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,752,xaml,Text,False,
点击计算按钮，可计算出当天执行序号（今天是周期内的第几天）。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,757,xaml,Text,False,
计算,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,764,xaml,Content,False,
跳过执行配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,795,xaml,Text,False,
跳过指定时间内完成的调度器任务（js等未抛出异常则算成功，路径追踪任务，走完最后路径才算成功）的配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,800,xaml,Text,False,
跳过执行策略,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,822,xaml,Text,False,
根据不同的策略来跳过任务,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,827,xaml,Text,False,
分界时间,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,850,xaml,Text,False,
分界时间，一般填0或4，如果填0则当天从0点开始算，如果填4，则当天从凌晨4点开始算，小于4点算前一天，填写小于0的数或大于23，如-1，则不启用，适用于考虑固定刷新时间，且一天内不重复执行的情况。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,855,xaml,Text,False,
分界时间参考服务器时区,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,875,xaml,Text,False,
启用后，上面的分界时间将基于“服务器时区设置”计算。不启用则使用电脑本地时间（旧版行为）。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,880,xaml,Text,False,
和上次运行的间隔秒数,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,900,xaml,Text,False,
和上一次运行时间间隔时间小于配置时间，则跳过执行，小于0时不启用，出于精度考虑，这里使用秒为单位。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,905,xaml,Text,False,
间隔时间计算参照,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,925,xaml,Text,False,
根据配置决定，间隔时间是根据开始时间算，还是根据结束时间算,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,930,xaml,Text,False,
优先执行其他配置组,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,966,xaml,Text,False,
每个任务开始前，会先检查优先执行的其他配置组，是否有任务可以执行，如果可以执行，则会先执行其他配置组的任务，所配置的其他任务组，必须开启跳过执行配置，不支持套娃，才会生效。可用于卡时间、优先材料等提高收益。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,971,xaml,Text,False,
配置组名称,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,993,xaml,Text,False,
配置组名，多个用逗号分隔，只有开启跳过执行配置，才会生效。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,998,xaml,Text,False,
额外执行次数,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1018,xaml,Text,False,
需要优先的任务，在此配置组执行时，最多尝试的额外次数（失败或者CD过短导致依旧满足条件），防止无限循环，另外，此计数关闭任务，继续执行会清空。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1023,xaml,Text,False,
战斗配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1058,xaml,Text,False,
快速检查战斗结束( 默认关闭 )，在一轮脚本中，可以每隔一定秒数（默认为5）或指定角色操作后，去检查（在每个角色完成该轮脚本时）。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1227,xaml,Text,False,
旋转寻找敌人位置（实验性功能）,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1285,xaml,Text,False,
"检查战斗结束的延时，不同角色招式结束后的延时不一定相同，默认为1.5秒( 预设0.4秒 )。也可以指定特定角色之后延时多少秒检查，未指定角色名，则默认为该值。格式如：2.5;白术,1.5;钟离,1.0;",BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1378,xaml,Text,False,
按下切换队伍后去检查屏幕色块的延时，默认为0.45秒( 预设0.4秒 )。若频繁误判可以适当提高这个值，比如到0.75。确保这个延时不会真的把队伍配置界面切出来。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1403,xaml,Text,False,
实时检测盾奶位技能情况,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1477,xaml,Text,False,
禁用该角色战斗策略,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1495,xaml,Text,False,
"(二次拾取：琴首次拾取空,再次拾取。即使万叶刚使用过技能，也会强制再次拾取。)",BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1685,xaml,Text,False,
二次拾取,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1714,xaml,Text,False,
基于经验值判断拾取(经验值57/58/60，不含传奇120等数字),BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1739,xaml,Text,False,
战斗中检测精英怪死亡经验数字值图标，未检测到时跳过拾取，避免无价值战斗后浪费时间,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1744,xaml,Text,False,
拾取战斗人次阈值,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1764,xaml,Text,False,
"拾取战斗人次阈值,当战斗人次小于一定次数，就结束战斗情况下，不触发拾取掉落物和万叶拾取配置，只有不小于2时才生效。",BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1769,xaml,Text,False,
只拾取精英掉落模式,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1790,xaml,Text,False,
需要路径文件支持，需勾选区分怪物拾取才生效，可通过仓库标签查看，精英怪物可以在点位的更多》扩展配置》怪物标签中，可标记。只拾取标记为精英或传奇的点位。非精英允许自动拾取：战斗过程中掉落脚下的可以自动拾取，但不会执行万叶拾取和自动拾取配置逻辑。非精英关闭拾取：战斗过程中掉落到脚下的也不会自动拾取。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1795,xaml,Text,False,
万叶拾取队伍名,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1819,xaml,Text,False,
战斗结束后，如果不存在万叶，则切换至存在万叶的队伍（基于开启万叶拾取情况下，并且填写队伍名才会切换），适用于需要多一个人刷经验时，替换调万叶的位置，战斗策略建议兼容两个队伍的，以防止队伍切换不成功也能继续战斗。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1824,xaml,Text,False,
默认的攻击类料理名称,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1928,xaml,Text,False,
默认的冒险类料理名称,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1957,xaml,Text,False,
默认的防御类料理名称,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,1986,xaml,Text,False,
Shell执行配置,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,2021,xaml,Text,False,
禁用Shell任务,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,2049,xaml,Text,False,
如果打开，则Shell任务会被跳过执行,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,2054,xaml,Text,False,
Shell执行超时,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,2073,xaml,Text,False,
最长等待命令返回的时间，单位秒。如果时间&lt;=0则不等待，直接返回。,BetterGenshinImpact/View/Pages/View/ScriptGroupConfigView.xaml,2078,xaml,Text,False,
